Municipios;Sexo;Periodo;Total
36060 Vilagarcía de Arousa;Total;2003;34.469
36060 Vilagarcía de Arousa;Total;2002;33.907
36060 Vilagarcía de Arousa;Total;2001;33.823
36060 Vilagarcía de Arousa;Total;2000;33.832
36060 Vilagarcía de Arousa;Total;1999;33.909
36060 Vilagarcía de Arousa;Total;1998;33.724
36060 Vilagarcía de Arousa;Total;1997;""
36060 Vilagarcía de Arousa;Total;1996;33.375
36060 Vilagarcía de Arousa;Hombres;2020;17.989
36060 Vilagarcía de Arousa;Hombres;2019;17.930
36060 Vilagarcía de Arousa;Hombres;2018;17.970
36060 Vilagarcía de Arousa;Hombres;2017;17.955
36060 Vilagarcía de Arousa;Hombres;2016;17.894
36060 Vilagarcía de Arousa;Hombres;2015;17.978
36060 Vilagarcía de Arousa;Hombres;2014;18.099
36060 Vilagarcía de Arousa;Hombres;2013;18.151
36060 Vilagarcía de Arousa;Hombres;2012;18.091
36060 Vilagarcía de Arousa;Hombres;2011;18.176
36060 Vilagarcía de Arousa;Hombres;2010;18.242
36060 Vilagarcía de Arousa;Hombres;2009;18.110
36060 Vilagarcía de Arousa;Hombres;2008;18.037
36060 Vilagarcía de Arousa;Hombres;2007;17.762
36060 Vilagarcía de Arousa;Hombres;2006;17.605
36060 Vilagarcía de Arousa;Hombres;2005;17.348
36060 Vilagarcía de Arousa;Hombres;2004;16.912
36060 Vilagarcía de Arousa;Hombres;2003;16.611
36060 Vilagarcía de Arousa;Hombres;2002;16.350
36060 Vilagarcía de Arousa;Hombres;2001;16.310
36060 Vilagarcía de Arousa;Hombres;2000;16.310
36060 Vilagarcía de Arousa;Hombres;1999;16.356
36060 Vilagarcía de Arousa;Hombres;1998;16.318
36060 Vilagarcía de Arousa;Hombres;1997;""
36060 Vilagarcía de Arousa;Hombres;1996;16.144
36060 Vilagarcía de Arousa;Mujeres;2020;19.576
36060 Vilagarcía de Arousa;Mujeres;2019;19.526
36060 Vilagarcía de Arousa;Mujeres;2018;19.549
36060 Vilagarcía de Arousa;Mujeres;2017;19.524
36060 Vilagarcía de Arousa;Mujeres;2016;19.389
36060 Vilagarcía de Arousa;Mujeres;2015;19.504
36060 Vilagarcía de Arousa;Mujeres;2014;19.613
36060 Vilagarcía de Arousa;Mujeres;2013;19.590
36060 Vilagarcía de Arousa;Mujeres;2012;19.530
36060 Vilagarcía de Arousa;Mujeres;2011;19.727
36060 Vilagarcía de Arousa;Mujeres;2010;19.684
36060 Vilagarcía de Arousa;Mujeres;2009;19.466
36060 Vilagarcía de Arousa;Mujeres;2008;19.292
36060 Vilagarcía de Arousa;Mujeres;2007;18.981
36060 Vilagarcía de Arousa;Mujeres;2006;18.914
36060 Vilagarcía de Arousa;Mujeres;2005;18.606
36060 Vilagarcía de Arousa;Mujeres;2004;18.141
36060 Vilagarcía de Arousa;Mujeres;2003;17.858
36060 Vilagarcía de Arousa;Mujeres;2002;17.557
36060 Vilagarcía de Arousa;Mujeres;2001;17.513
36060 Vilagarcía de Arousa;Mujeres;2000;17.522
36060 Vilagarcía de Arousa;Mujeres;1999;17.553
36060 Vilagarcía de Arousa;Mujeres;1998;17.406
36060 Vilagarcía de Arousa;Mujeres;1997;""
36060 Vilagarcía de Arousa;Mujeres;1996;17.231
36061 Vilanova de Arousa;Total;2020;10.239
36061 Vilanova de Arousa;Total;2019;10.302
36061 Vilanova de Arousa;Total;2018;10.352
36061 Vilanova de Arousa;Total;2017;10.361
36061 Vilanova de Arousa;Total;2016;10.406
36061 Vilanova de Arousa;Total;2015;10.422
36061 Vilanova de Arousa;Total;2014;10.459
36061 Vilanova de Arousa;Total;2013;10.502
36061 Vilanova de Arousa;Total;2012;10.590
36061 Vilanova de Arousa;Total;2011;10.614
36061 Vilanova de Arousa;Total;2010;10.682
36061 Vilanova de Arousa;Total;2009;10.719
36061 Vilanova de Arousa;Total;2008;10.643
36061 Vilanova de Arousa;Total;2007;10.638
36061 Vilanova de Arousa;Total;2006;10.592
36061 Vilanova de Arousa;Total;2005;10.497
36061 Vilanova de Arousa;Total;2004;10.421
36061 Vilanova de Arousa;Total;2003;10.430
36061 Vilanova de Arousa;Total;2002;10.378
36061 Vilanova de Arousa;Total;2001;10.229
36061 Vilanova de Arousa;Total;2000;10.303
36061 Vilanova de Arousa;Total;1999;10.277
36061 Vilanova de Arousa;Total;1998;10.380
36061 Vilanova de Arousa;Total;1997;""
36061 Vilanova de Arousa;Total;1996;15.198
36061 Vilanova de Arousa;Hombres;2020;4.960
36061 Vilanova de Arousa;Hombres;2019;4.998
36061 Vilanova de Arousa;Hombres;2018;5.035
36061 Vilanova de Arousa;Hombres;2017;5.077
36061 Vilanova de Arousa;Hombres;2016;5.102
36061 Vilanova de Arousa;Hombres;2015;5.105
36061 Vilanova de Arousa;Hombres;2014;5.134
36061 Vilanova de Arousa;Hombres;2013;5.149
36061 Vilanova de Arousa;Hombres;2012;5.177
36061 Vilanova de Arousa;Hombres;2011;5.184
36061 Vilanova de Arousa;Hombres;2010;5.209
36061 Vilanova de Arousa;Hombres;2009;5.203
36061 Vilanova de Arousa;Hombres;2008;5.165
36061 Vilanova de Arousa;Hombres;2007;5.152
36061 Vilanova de Arousa;Hombres;2006;5.140
36061 Vilanova de Arousa;Hombres;2005;5.087
36061 Vilanova de Arousa;Hombres;2004;5.040
36061 Vilanova de Arousa;Hombres;2003;5.036
36061 Vilanova de Arousa;Hombres;2002;5.013
36061 Vilanova de Arousa;Hombres;2001;4.934
36061 Vilanova de Arousa;Hombres;2000;4.971
36061 Vilanova de Arousa;Hombres;1999;4.985
36061 Vilanova de Arousa;Hombres;1998;5.033
36061 Vilanova de Arousa;Hombres;1997;""
36061 Vilanova de Arousa;Hombres;1996;7.387
36061 Vilanova de Arousa;Mujeres;2020;5.279
36061 Vilanova de Arousa;Mujeres;2019;5.304
36061 Vilanova de Arousa;Mujeres;2018;5.317
36061 Vilanova de Arousa;Mujeres;2017;5.284
36061 Vilanova de Arousa;Mujeres;2016;5.304
36061 Vilanova de Arousa;Mujeres;2015;5.317
36061 Vilanova de Arousa;Mujeres;2014;5.325
36061 Vilanova de Arousa;Mujeres;2013;5.353
36061 Vilanova de Arousa;Mujeres;2012;5.413
36061 Vilanova de Arousa;Mujeres;2011;5.430
36061 Vilanova de Arousa;Mujeres;2010;5.473
36061 Vilanova de Arousa;Mujeres;2009;5.516
36061 Vilanova de Arousa;Mujeres;2008;5.478
36061 Vilanova de Arousa;Mujeres;2007;5.486
36061 Vilanova de Arousa;Mujeres;2006;5.452
36061 Vilanova de Arousa;Mujeres;2005;5.410
36061 Vilanova de Arousa;Mujeres;2004;5.381
36061 Vilanova de Arousa;Mujeres;2003;5.394
36061 Vilanova de Arousa;Mujeres;2002;5.365
36061 Vilanova de Arousa;Mujeres;2001;5.295
36061 Vilanova de Arousa;Mujeres;2000;5.332
36061 Vilanova de Arousa;Mujeres;1999;5.292
36061 Vilanova de Arousa;Mujeres;1998;5.347
36061 Vilanova de Arousa;Mujeres;1997;""
36061 Vilanova de Arousa;Mujeres;1996;7.811
